98.0,104.0,9.0,0.0,0.0,2.2222223,3.6296306000000005,1.4999999,1.3222223999999998,18.703703,19.222220999999998,23.222220999999998,13.666667000000002,1.5555556000000001,13.555554999999998,-15.111111,23.222220999999998,0.41000929999999997,-1.4466413999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0
198.0,127.0,9.0,0.0,0.0,2.4444444,4.385187,8.555555,59.54075,40.74074,38.0,48.22222,36.0,-8.222222,22.444445,-14.222222,48.22222,0.24899939,-1.9083477999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0
192.0,142.0,9.0,0.11111111,0.0,0.50000006,0.12222217,1.5000001,0.52222186,4.6666665,6.777777700000001,4.888889,2.3333334999999997,6.3333335,0.6666667,-7.0,6.777777700000001,0.662037,-0.60486406,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,115.0,9.0,0.0,0.0,0.5,0.3888888,0.7777779,0.60740745,6.296296,7.333333500000001,7.888889,3.6666667,3.1111112000000003,4.777777700000001,-7.888889,8.0,0.5418871,-1.175454,1.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,212.0,9.0,0.11111111,0.0,1.0000001,0.666667,1.8333334,1.345775,12.296296,10.0,9.0,17.88889,-6.888889,-9.888889,16.777779000000002,17.88889,0.4987573,1.9744948,0.0,0.0,0.0,1.0,0.0,0.0,0.0
173.0,113.0,9.0,0.0,0.0,0.5,0.3,1.3333334,1.0666666999999999,133.11111,124.66666399999998,145.66666999999998,129.0,-25.333334,37.666668,-12.333333,145.66666999999998,0.14413407,-2.3095512,0.0,0.0,0.0,0.0,0.0,1.0,0.0
124.0,191.0,9.0,0.0,0.0,3.5000007000000006,2.7386136000000003,3.277778,2.8001327999999996,59.74074,52.88889,74.77778,51.555557,-20.555555,45.11111,-24.555555,74.77778,0.31361094,-2.0354799999999997,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81.0,158.0,9.0,0.0,0.0,2.8333333,1.1444448,1.4444447,1.7629628000000002,21.037036999999998,16.777779000000002,29.0,17.333334,-12.777778,23.88889,-11.111111,29.0,0.41915956,-2.1427009999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.0
188.0,110.0,9.0,0.0,0.0,0.77777773,0.5185184,0.77777785,0.9629633,4.222222299999999,2.7777777,7.4444447,2.4444444,-4.3333335,9.666667,-5.3333335,7.4444447,0.67526454,-2.021228,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35.0,67.0,9.0,0.11111111,0.0,2.6666653,1.1352928,3.833332,1.9407902,106.07406999999999,92.111115,125.55556000000001,100.55556,-41.88889,58.44444300000001,-16.555555,125.55556000000001,0.26643977,-2.3573377,0.0,0.0,0.0,0.0,0.0,1.0,0.0
204.0,156.0,9.0,0.0,0.0,0.5000003,0.27888626,1.9999996,0.55777323,23.703703,17.333334,25.444445,28.333334000000004,-19.11111,5.222222299999999,13.888889,28.333334000000004,0.38903406,2.8649306,0.0,0.0,0.0,1.0,0.0,0.0,0.0
